Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wskaźnik;Czas uśredniania;Średnia;Min;Maks;Liczba pomiarów;Kompletność ;Liczba Lato/Zima
2015;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;24g;27,2;5,6;112,3;349;95,6;1,1
2015;wielkopolskie;PL3003;strefa wielkopolska;WpPleszAlMic;PM2.5;24g;33,6;7,1;154,3;352;96,4;0,9
2015;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczAndr01;PM2.5;1g;15,2;-2,8;193,1;8583;98,0;1,0
2015;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczAndr01;PM2.5;24g;15,4;2,5;74,9;357;97,8;1,0
2015;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczPils02;PM2.5;1g;19,3;0,1;215,4;8567;97,8;1,0
2015;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszSpasow;PM2.5;24g;13,5;2,0;61,1;365;100,0;1,0
2015;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMyslZaBram;PM2.5;24g;20,1;2,9;98,3;358;98,1;1,0
2015;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczec1Maj;PM2.5;24g;14,3;2,2;74,8;365;100,0;1,0
2016;dolnośląskie;PL0204;strefa dolnośląska;DsJelGorOgin;PM2.5;1g;22,4;0,0;375,9;8663;98,6;1,0
2016;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocAlWisn;PM2.5;1g;27,4;0,0;311,8;8599;97,9;1,0
2016;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocWybCon;PM2.5;1g;24,5;0,0;233,8;8341;95,0;1,0
2016;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;PM2.5;1g;22,9;1,0;312,2;8283;94,3;1,0
2016;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;PM2.5;1g;22,8;1,6;225,1;4910;55,9;1,9
2016;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruDziewu;PM2.5;1g;19,4;1,0;205,4;5232;59,6;1,2
2016;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;PM2.5;1g;26,7;0,1;527,8;8140;92,7;0,9
2016;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzCzerni;PM2.5;1g;21,4;1,0;121,4;7082;80,6;0,7
2016;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzGdansk;PM2.5;1g;23,6;1,0;193,0;7942;90,4;1,0
2016;łódzkie;PL1001;Aglomeracja Łódzka;LdZgieMielcz;PM2.5;1g;18,8;0,0;211,0;8287;94,3;1,0
2016;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;1g;21,0;0,3;124,0;8143;92,7;0,9
2016;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;PM2.5;1g;37,9;3,0;248,2;8733;99,4;1,0
2016;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;1g;28,8;3,0;350,2;8704;99,1;1,0
2016;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;PM2.5;1g;29,1;3,0;324,1;8456;96,3;1,0
2016;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;PM2.5;1g;26,4;0,1;582,5;8589;97,8;1,0
2016;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;PM2.5;1g;24,7;3,1;226,7;8583;97,7;1,0
2016;mazowieckie;PL1402;miasto Płock;MzPlocMiReja;PM2.5;1g;20,4;3,2;132,2;8750;99,6;1,0
2016;mazowieckie;PL1403;miasto Radom;MzRadTochter;PM2.5;1g;25,6;3,9;216,9;8758;99,7;1,0
2016;mazowieckie;PL1404;strefa mazowiecka;MzSiedKonars;PM2.5;1g;27,0;3,7;363,7;8697;99,0;1,0
2016;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;PM2.5;1g;25,6;2,2;107,8;8591;97,8;1,0
2016;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;PM2.5;1g;24,1;0,0;242,6;8138;92,6;1,0
2016;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarMarszal;PM2.5;1g;24,0;2,1;138,9;8630;98,2;1,0
2016;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;1g;18,8;3,2;98,6;8626;98,2;1,0
2016;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;PM2.5;1g;24,3;3,3;288,7;8028;91,4;0,9
2016;opolskie;PL1602;strefa opolska;OpKKozBSmial;PM2.5;1g;27,0;0,0;249,0;8508;96,9;1,0
2016;podlaskie;PL2001;Aglomeracja Białostocka;PdBialWaszyn;PM2.5;1g;19,0;0,0;185,0;8436;96,0;1,0
2016;podlaskie;PL2002;strefa podlaska;PdHajnowkJagMOB;PM2.5;1g;21,8;1,0;484,9;8656;98,5;1,0
2016;podlaskie;PL2002;strefa podlaska;PdSuwPulaski;PM2.5;1g;11,6;0,0;198,6;8585;97,7;1,0
2016;podkarpackie;PL1802;strefa podkarpacka;PkMielSolski;PM2.5;1g;25,0;0,1;250,6;8265;94,1;1,1
2016;podkarpackie;PL1802;strefa podkarpacka;PkPrzemGrunw;PM2.5;1g;25,1;0,1;281,4;7265;82,7;0,7
2016;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;PM2.5;1g;10,2;0,0;98,4;8602;97,9;1,0
2016;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM2.5;1g;27,3;1,0;296,4;5885;67,0;0,6
2016;świętokrzyskie;PL2601;miasto Kielce;SkKielJagiel;PM2.5;1g;23,5;0,0;309,2;8723;99,3;1,0
2016;świętokrzyskie;PL2602;strefa świętokrzyska;SkMalo11List;PM2.5;1g;17,4;1,1;184,5;8739;99,5;1,0
2016;świętokrzyskie;PL2602;strefa świętokrzyska;SkPolaRuszcz;PM2.5;1g;23,2;0,6;235,8;8702;99,1;1,0
2016;śląskie;PL2401;Aglomeracja Górnośląska;SlGliwicMewy;PM2.5;1g;32,3;3,2;428,3;8401;95,6;1,0
2016;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;PM2.5;1g;28,4;2,8;302,4;8529;97,1;1,0
2016;śląskie;PL2405;strefa śląska;SlZlotPotLes;PM2.5;1g;18,8;1,4;123,6;8498;96,7;1,0
2016;warmińsko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;1g;15,3;0,3;172,9;7729;88,0;1,2
2016;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;1g;27,5;0,0;341,1;8196;93,3;1,0
2016;wielkopolskie;PL3001;Aglomeracja Poznańska;WpPoznPolank;PM2.5;1g;23,1;0,8;166,8;8388;95,5;1,0
2016;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczAndr01;PM2.5;1g;15,3;0,0;190,2;8578;97,7;1,0
2016;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczPils02;PM2.5;1g;19,3;0,1;190,5;8600;97,9;1,0
2016;dolnośląskie;PL0202;miasto Legnica;DsLegAlRzecz;PM2.5;24g;25,2;3,0;169,0;352;96,2;1,1
2016;dolnośląskie;PL0204;strefa dolnośląska;DsOsieczow21;PM2.5;24g;16,8;1,0;124,4;321;87,7;0,8
2016;dolnośląskie;PL0203;miasto Wałbrzych;DsWalbrzWyso;PM2.5;24g;18,9;1,0;169,3;340;92,9;1,2
2016;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocNaGrob;PM2.5;24g;22,5;3,8;107,4;318;86,9;0,8
2016;dolnośląskie;PL0204;strefa dolnośląska;DsZgorBohGet;PM2.5;24g;20,9;4,1;122,2;356;97,3;1,0
2016;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydBerling;PM2.5;24g;14,8;2,1;77,8;360;98,4;1,0
2016;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudSienki;PM2.5;24g;25,7;3,5;120,7;354;96,7;0,9
2016;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruDziewu;PM2.5;24g;18,3;1,6;84,0;344;94,0;1,1
2016;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclSiels;PM2.5;24g;21,0;2,9;87,9;362;98,9;1,0
2016;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;PM2.5;24g;12,2;0,7;73,1;338;92,3;0,9
2016;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;PM2.5;24g;23,6;4,0;126,0;363;99,2;1,0
2016;lubelskie;PL0602;strefa lubelska;LbChelJagiel;PM2.5;24g;24,6;5,0;138,0;365;99,7;1,0
2016;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;PM2.5;24g;19,0;3,0;81,0;366;100,0;1,0
2016;lubelskie;PL0602;strefa lubelska;LbZamoHrubie;PM2.5;24g;21,7;4,1;106,0;360;98,4;1,0
2016;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzCzerni;PM2.5;24g;20,7;4,0;94,0;366;100,0;1,0
2016;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzLegion;PM2.5;24g;26,6;5,0;116,0;366;100,0;1,0
2016;łódzkie;PL1002;strefa łódzka;LdPioTrKraPr;PM2.5;24g;29,0;6,0;162,0;363;99,2;1,0
2016;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzPilsud;PM2.5;24g;18,2;3,4;60,6;352;96,2;1,1
2016;lubuskie;PL0803;strefa lubuska;LuZarySzyman;PM2.5;24g;21,2;3,3;119,2;358;97,8;1,0
2016;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;24g;19,4;4,2;105,0;366;100,0;1,0
2016;małopolskie;PL1203;strefa małopolska;MpBochKonfed;PM2.5;24g;29,2;5,2;179,6;365;99,7;1,0
2016;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;24g;30,2;5,1;247,0;361;98,6;1,0
2016;małopolskie;PL1203;strefa małopolska;MpNoSaczNadb;PM2.5;24g;31,5;5,2;161,3;364;99,5;1,0
2016;małopolskie;PL1202;miasto Tarnów;MpTarBitStud;PM2.5;24g;24,4;5,0;109,7;357;97,5;1,0
2016;małopolskie;PL1203;strefa małopolska;MpTrzebOsZWM;PM2.5;24g;27,2;6,0;140,3;347;94,8;1,0
2016;małopolskie;PL1203;strefa małopolska;MpZakopaSien;PM2.5;24g;25,6;5,0;168,8;338;92,3;1,0
2016;mazowieckie;PL1402;miasto Płock;MzPlocKroJad;PM2.5;24g;21,9;4,5;83,3;365;99,7;1,0
2016;mazowieckie;PL1403;miasto Radom;MzRadHallera;PM2.5;24g;23,1;6,2;116,3;361;98,6;1,0
2016;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;PM2.5;24g;21,8;1,6;84,6;356;97,3;1,0
2016;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;24g;19,4;4,7;85,1;361;98,6;1,0
2016;opolskie;PL1602;strefa opolska;OpKluczMicki;PM2.5;24g;19,7;2,5;98,0;363;99,2;1,0
2016;opolskie;PL1601;miasto Opole;OpOpoleOsAKr;PM2.5;24g;23,2;2,5;127,0;353;96,4;1,1
2016;podlaskie;PL2001;Aglomeracja Białostocka;PdBialWarsza;PM2.5;24g;17,5;1,7;71,1;365;99,7;1,0
2016;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;PM2.5;24g;25,9;3,0;144,9;357;97,5;1,0
2016;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;PM2.5;24g;21,9;4,8;164,0;365;99,7;1,0
2016;podkarpackie;PL1802;strefa podkarpacka;PkKrosKletow;PM2.5;24g;24,3;6,4;128,0;351;95,9;1,0
2016;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;PM2.5;24g;20,4;5,3;97,3;318;86,9;1,1
2016;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;PM2.5;24g;22,2;5,3;99,3;354;96,7;1,0
2016;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPowWiel;PM2.5;24g;12,8;1,0;79,0;360;98,4;1,0
2016;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM2.5;24g;20,4;1,0;107,0;361;98,6;1,0
2016;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;PM2.5;24g;14,6;1,0;60,0;317;86,6;1,2
2016;świętokrzyskie;PL2602;strefa świętokrzyska;SkBuskRokosz;PM2.5;24g;20,3;2,1;116,3;364;99,5;1,0
2016;świętokrzyskie;PL2601;miasto Kielce;SkKielJagiel;PM2.5;24g;23,9;4,1;114,2;337;92,1;1,0
2016;świętokrzyskie;PL2601;miasto Kielce;SkKielWarsza;PM2.5;24g;18,6;2,7;84,6;357;97,5;1,0
2016;świętokrzyskie;PL2602;strefa świętokrzyska;SkStaraZlota;PM2.5;24g;22,2;2,3;105,3;361;98,6;1,0
2016;śląskie;PL2403;miasto Bielsko-Biała;SlBielSterni;PM2.5;24g;28,3;7,4;233,4;364;99,5;1,0
2016;śląskie;PL2404;miasto Częstochowa;SlCzestoZana;PM2.5;24g;25,3;8,4;170,7;366;100,0;1,0
2016;śląskie;PL2401;Aglomeracja Górnośląska;SlGliwicMewy;PM2.5;24g;32,4;6,7;161,1;352;96,2;1,0
2016;śląskie;PL2405;strefa śląska;SlGodGliniki;PM2.5;24g;32,6;7,5;173,8;314;85,8;1,4
2016;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;PM2.5;24g;26,6;7,9;115,3;331;90,4;1,0
2016;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoPlebA4;PM2.5;24g;34,2;8,3;148,7;345;94,3;0,9
2016;śląskie;PL2405;strefa śląska;SlTarnoLitew;PM2.5;24g;28,2;5,7;155,3;366;100,0;1,0
2016;śląskie;PL2405;strefa śląska;SlZlotPotLes;PM2.5;24g;18,6;3,6;90,5;359;98,1;1,0
2016;śląskie;PL2402;Aglomeracja Rybnicko-Jastrzębska;SlZorySikors;PM2.5;24g;29,3;8,3;186,4;333;91,0;1,0
2016;warmińsko-mazurskie;PL2802;miasto Elbląg;WmElbBazynsk;PM2.5;24g;16,4;3,8;66,3;334;91,3;0,8
2016;warmińsko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;24g;15,7;3,7;69,2;366;100,0;1,0
2016;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmOstrChrobr;PM2.5;24g;16,3;4,1;75,0;300;82,0;1,6
2016;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmPuszczaBor;PM2.5;24g;11,4;1,8;65,3;349;95,4;1,1
2016;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;24g;26,7;3,9;115,4;359;98,1;1,0
2016;wielkopolskie;PL3003;strefa wielkopolska;WpPleszAlMic;PM2.5;24g;33,1;3,4;127,4;345;94,3;1,1
2016;wielkopolskie;PL3001;Aglomeracja Poznańska;WpPoznPolank;PM2.5;24g;23,9;4,8;93,8;365;99,7;1,0
2016;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszSpasow;PM2.5;24g;12,5;1,9;56,5;357;97,5;1,1
2016;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMyslZaBram;PM2.5;24g;21,2;2,5;99,8;319;87,2;1,1
2016;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczAndr01;PM2.5;24g;15,4;2,7;92,1;365;99,7;1,0
2016;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczec1Maj;PM2.5;24g;14,4;1,9;80,1;366;100,0;1,0
2017;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocAlWisn;PM2.5;1g;22,9;0,0;285,0;8471;96,7;1,0
2017;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocNaGrob;PM2.5;24g;20,7;4,2;177,4;355;97,3;1,1
2017;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocWybCon;PM2.5;1g;23,0;0,0;352,6;8428;96,2;1,0
2017;dolnośląskie;PL0202;miasto Legnica;DsLegAlRzecz;PM2.5;24g;23,9;4,2;204,3;365;100,0;1,0
2017;dolnośląskie;PL0203;miasto Wałbrzych;DsWalbrzWyso;PM2.5;24g;21,4;3,8;212,4;348;95,3;1,1
2017;dolnośląskie;PL0204;strefa dolnośląska;DsJelGorOgin;PM2.5;1g;22,5;0,0;371,6;8527;97,3;1,0
2017;dolnośląskie;PL0204;strefa dolnośląska;DsOsieczow21;PM2.5;24g;16,2;2,3;129,3;338;92,6;0,9
2017;dolnośląskie;PL0204;strefa dolnośląska;DsZgorBohGet;PM2.5;24g;19,1;2,6;149,3;353;96,7;1,0
2017;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydBerling;PM2.5;24g;15,8;1,1;119,5;359;98,4;1,0
2017;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;PM2.5;1g;22,2;1,0;330,4;8624;98,4;1,0
2017;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;PM2.5;1g;26,8;1,1;306,0;6293;71,8;1,0
2017;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruDziewu;PM2.5;1g;18,4;1,0;173,9;7119;81,3;1,2
2017;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruDziewu;PM2.5;24g;18,5;3,0;134,7;365;100,0;1,0
2017;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclGnia2;PM2.5;24g;20,7;4,2;139,0;361;98,9;1,0
2017;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclGniaz;PM2.5;24g;15,7;4,2;71,7;275;75,3;2,0
2017;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudSienki;PM2.5;24g;20,7;1,1;162,7;327;89,6;1,1
2017;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;PM2.5;24g;11,7;1,6;83,3;336;92,1;0,9
2017;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;PM2.5;1g;22,0;0,2;438,0;8455;96,5;1,0
2017;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;PM2.5;24g;20,7;4,2;142,9;365;100,0;1,0
2017;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;PM2.5;24g;24,6;5,9;131,9;365;100,0;1,0
2017;lubelskie;PL0602;strefa lubelska;LbChelJagiel;PM2.5;24g;25,2;5,7;174,7;365;100,0;1,0
2017;lubelskie;PL0602;strefa lubelska;LbZamoHrubie;PM2.5;24g;23,1;4,1;135,2;365;100,0;1,0
2017;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzPilsud;PM2.5;24g;19,1;3,3;126,0;339;92,9;0,9
2017;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;1g;19,8;0,0;153,6;6945;79,3;0,6
2017;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;24g;19,1;3,8;92,1;363;99,5;1,0
2017;lubuskie;PL0803;strefa lubuska;LuZarySzyman;PM2.5;24g;21,6;5,1;131,1;365;100,0;1,0
2017;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzCzerni;PM2.5;1g;24,6;1,0;296,0;6679;76,2;0,6
2017;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzCzerni;PM2.5;24g;22,9;3,0;170,0;365;100,0;1,0
2017;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzGdansk;PM2.5;1g;27,3;1,0;291,0;7977;91,1;0,9
2017;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzLegion;PM2.5;24g;32,2;7,0;195,0;364;99,7;1,0
2017;łódzkie;PL1001;Aglomeracja Łódzka;LdZgieMielcz;PM2.5;1g;20,9;1,0;272,0;8302;94,8;1,0
2017;łódzkie;PL1002;strefa łódzka;LdPioTrKraPr;PM2.5;24g;31,9;5,1;292,0;361;98,9;1,0
2017;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;PM2.5;1g;40,1;3,0;341,1;8742;99,8;1,0
2017;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;1g;31,0;3,0;399,3;8503;97,1;1,0
2017;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;24g;31,9;5,0;279,3;353;96,7;1,0
2017;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;PM2.5;1g;28,4;3,0;329,7;8675;99,0;1,0
2017;małopolskie;PL1202;miasto Tarnów;MpTarBitStud;PM2.5;24g;25,8;5,0;181,6;359;98,4;1,0
2017;małopolskie;PL1202;miasto Tarnów;MpTarRoSitko;PM2.5;1g;29,0;3,0;387,4;8754;99,9;1,0
2017;małopolskie;PL1203;strefa małopolska;MpBochKonfed;PM2.5;24g;30,6;5,0;253,4;363;99,5;1,0
2017;małopolskie;PL1203;strefa małopolska;MpNoSaczNadb;PM2.5;24g;34,1;5,0;176,9;356;97,5;1,1
2017;małopolskie;PL1203;strefa małopolska;MpTrzebOsZWM;PM2.5;24g;27,6;5,0;194,2;343;94,0;1,1
2017;małopolskie;PL1203;strefa małopolska;MpZakopaSien;PM2.5;24g;24,7;3,2;138,8;357;97,8;1,0
2017;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;PM2.5;1g;27,6;3,3;187,9;8698;99,3;1,0
2017;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;PM2.5;24g;21,4;3,1;149,9;365;100,0;1,0
2017;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarMarszal;PM2.5;1g;27,6;3,0;202,1;8591;98,1;1,0
2017;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;1g;20,9;3,6;155,4;8571;97,8;1,0
2017;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;24g;21,1;2,7;131,7;361;98,9;1,0
2017;mazowieckie;PL1402;miasto Płock;MzPlocKroJad;PM2.5;24g;21,4;4,9;136,8;341;93,4;1,1
2017;mazowieckie;PL1402;miasto Płock;MzPlocMiReja;PM2.5;1g;21,9;3,3;167,6;8722;99,6;1,0
2017;mazowieckie;PL1403;miasto Radom;MzRadHallera;PM2.5;24g;24,5;5,1;152,2;351;96,2;1,1
2017;mazowieckie;PL1403;miasto Radom;MzRadTochter;PM2.5;1g;26,8;1,2;302,3;8488;96,9;1,0
2017;mazowieckie;PL1404;strefa mazowiecka;MzKonJezMos;PM2.5;1g;21,9;0,0;257,2;8078;92,2;1,0
2017;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;PM2.5;1g;23,1;0,5;624,2;8517;97,2;1,0
2017;mazowieckie;PL1404;strefa mazowiecka;MzOtwoBrzozo;PM2.5;1g;27,1;1,5;410,0;8486;96,9;1,0
2017;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;PM2.5;1g;25,1;0,3;338,9;8645;98,7;1,0
2017;mazowieckie;PL1404;strefa mazowiecka;MzSiedKonars;PM2.5;1g;23,0;3,0;328,7;8523;97,3;1,1
2017;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;PM2.5;1g;24,3;3,1;297,7;8489;96,9;1,0
2017;opolskie;PL1601;miasto Opole;OpOpoleOsAKr;PM2.5;24g;23,7;2,5;238,0;360;98,6;1,0
2017;opolskie;PL1602;strefa opolska;OpKKozBSmial;PM2.5;1g;28,5;0,2;435,5;7546;86,1;0,8
2017;opolskie;PL1602;strefa opolska;OpKluczMicki;PM2.5;24g;18,3;2,5;73,0;319;87,4;1,1
2017;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;PM2.5;24g;24,1;4,2;190,0;357;97,8;1,0
2017;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;PM2.5;24g;24,5;3,2;188,0;360;98,6;1,0
2017;podkarpackie;PL1802;strefa podkarpacka;PkKrosKletow;PM2.5;24g;26,4;6,0;175,0;333;91,2;1,1
2017;podkarpackie;PL1802;strefa podkarpacka;PkMielBierna;PM2.5;1g;25,3;0,1;318,1;8622;98,4;1,0
2017;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;PM2.5;24g;24,5;5,4;150,0;364;99,7;1,0
2017;podkarpackie;PL1802;strefa podkarpacka;PkPrzemGrunw;PM2.5;1g;25,7;0,0;242,5;7675;87,6;0,8
2017;podkarpackie;PL1802;strefa podkarpacka;PkRymZdrPark;PM2.5;1g;18,2;0,0;263,6;8584;98,0;1,0
2017;podlaskie;PL2001;Aglomeracja Białostocka;PdBialWarsza;PM2.5;24g;17,6;1,2;134,2;338;92,6;0,9
2017;podlaskie;PL2001;Aglomeracja Białostocka;PdBialWaszyn;PM2.5;1g;16,9;0,0;200,6;8413;96,0;1,0
2017;podlaskie;PL2002;strefa podlaska;PdAugustoZdrMOB;PM2.5;1g;10,8;0,0;170,0;5096;58,2;1,4
2017;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;PM2.5;24g;25,6;4,4;171,3;336;92,1;1,0
2017;podlaskie;PL2002;strefa podlaska;PdSuwPulaski;PM2.5;1g;11,5;0,0;176,0;8588;98,0;1,0
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;PM2.5;1g;9,7;0,2;103,8;8614;98,3;1,0
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPowWiel;PM2.5;24g;13,9;1,0;104,0;357;97,8;1,0
2017;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM2.5;1g;28,4;0,4;324,5;4050;46,2;0,6
2017;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM2.5;24g;20,5;1,0;126,0;357;97,8;1,0
2017;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;PM2.5;24g;14,9;1,0;96,0;342;93,7;1,0
2017;śląskie;PL2401;Aglomeracja Górnośląska;SlGliwicMewy;PM2.5;1g;33,3;0,1;644,2;8689;99,2;1,0
2017;śląskie;PL2401;Aglomeracja Górnośląska;SlGliwicMewy;PM2.5;24g;30,7;6,4;191,0;356;97,5;1,1
2017;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;PM2.5;1g;32,6;3,5;512,9;8189;93,5;0,9
2017;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;PM2.5;24g;31,2;4,1;264,3;359;98,4;1,0
2017;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoPlebA4;PM2.5;24g;39,3;8,0;283,4;313;85,8;0,7
2017;śląskie;PL2402;Aglomeracja Rybnicko-Jastrzębska;SlZorySikor2;PM2.5;24g;29,4;1,0;286,8;356;97,5;1,0
2017;śląskie;PL2403;miasto Bielsko-Biała;SlBielSterni;PM2.5;24g;31,6;7,6;280,3;347;95,1;0,9
2017;śląskie;PL2404;miasto Częstochowa;SlCzestoZana;PM2.5;24g;27,8;4,5;277,7;357;97,8;1,0
2017;śląskie;PL2405;strefa śląska;SlGodGliniki;PM2.5;24g;29,7;4,6;164,4;338;92,6;1,1
2017;śląskie;PL2405;strefa śląska;SlTarnoLitew;PM2.5;24g;28,7;7,1;204,9;359;98,4;1,0
2017;śląskie;PL2405;strefa śląska;SlZlotPotLes;PM2.5;1g;19,7;4,2;188,2;8432;96,3;1,0
2017;śląskie;PL2405;strefa śląska;SlZlotPotLes;PM2.5;24g;19,9;6,5;118,6;344;94,2;1,0
2017;świętokrzyskie;PL2601;miasto Kielce;SkKielJagiel;PM2.5;1g;25,0;0,0;560,5;8380;95,7;1,0
